model,module,frequency,tiles,U
mistral7b,model.layers.17.self_attn.v_proj,3,0,4096
mistral7b,model.layers.17.self_attn.v_proj,4,0,4096
mistral7b,model.layers.17.self_attn.v_proj,5,0,4096
mistral7b,model.layers.18.mlp.down_proj,0,57333,57344
mistral7b,model.layers.18.mlp.down_proj,1,11,57344
mistral7b,model.layers.18.mlp.down_proj,2,0,57344
mistral7b,model.layers.18.mlp.down_proj,3,0,57344
mistral7b,model.layers.18.mlp.down_proj,4,0,57344
mistral7b,model.layers.18.mlp.down_proj,5,0,57344
mistral7b,model.layers.18.mlp.gate_proj,0,57339,57344
mistral7b,model.layers.18.mlp.gate_proj,1,5,57344
mistral7b,model.layers.18.mlp.gate_proj,2,0,57344
mistral7b,model.layers.18.mlp.gate_proj,3,0,57344
mistral7b,model.layers.18.mlp.gate_proj,4,0,57344
mistral7b,model.layers.18.mlp.gate_proj,5,0,57344
mistral7b,model.layers.18.mlp.up_proj,0,57332,57344
mistral7b,model.layers.18.mlp.up_proj,1,12,57344
mistral7b,model.layers.18.mlp.up_proj,2,0,57344
mistral7b,model.layers.18.mlp.up_proj,3,0,57344
mistral7b,model.layers.18.mlp.up_proj,4,0,57344
mistral7b,model.layers.18.mlp.up_proj,5,0,57344
mistral7b,model.layers.18.self_attn.k_proj,0,4089,4096
mistral7b,model.layers.18.self_attn.k_proj,1,7,4096
mistral7b,model.layers.18.self_attn.k_proj,2,0,4096
mistral7b,model.layers.18.self_attn.k_proj,3,0,4096
mistral7b,model.layers.18.self_attn.k_proj,4,0,4096
mistral7b,model.layers.18.self_attn.k_proj,5,0,4096
mistral7b,model.layers.18.self_attn.o_proj,0,16378,16384
mistral7b,model.layers.18.self_attn.o_proj,1,6,16384
mistral7b,model.layers.18.self_attn.o_proj,2,0,16384
mistral7b,model.layers.18.self_attn.o_proj,3,0,16384
mistral7b,model.layers.18.self_attn.o_proj,4,0,16384
mistral7b,model.layers.18.self_attn.o_proj,5,0,16384
mistral7b,model.layers.18.self_attn.q_proj,0,16376,16384
mistral7b,model.layers.18.self_attn.q_proj,1,7,16384
mistral7b,model.layers.18.self_attn.q_proj,2,1,16384
mistral7b,model.layers.18.self_attn.q_proj,3,0,16384
mistral7b,model.layers.18.self_attn.q_proj,4,0,16384
mistral7b,model.layers.18.self_attn.q_proj,5,0,16384
mistral7b,model.layers.18.self_attn.v_proj,0,4083,4096
mistral7b,model.layers.18.self_attn.v_proj,1,12,4096
mistral7b,model.layers.18.self_attn.v_proj,2,1,4096
mistral7b,model.layers.18.self_attn.v_proj,3,0,4096
mistral7b,model.layers.18.self_attn.v_proj,4,0,4096
mistral7b,model.layers.18.self_attn.v_proj,5,0,4096
mistral7b,model.layers.19.mlp.down_proj,0,57249,57344
mistral7b,model.layers.19.mlp.down_proj,1,27,57344
mistral7b,model.layers.19.mlp.down_proj,2,6,57344
mistral7b,model.layers.19.mlp.down_proj,3,15,57344
mistral7b,model.layers.19.mlp.down_proj,4,9,57344
mistral7b,model.layers.19.mlp.down_proj,5,38,57344
mistral7b,model.layers.19.mlp.gate_proj,0,57314,57344
mistral7b,model.layers.19.mlp.gate_proj,1,16,57344
mistral7b,model.layers.19.mlp.gate_proj,2,0,57344
mistral7b,model.layers.19.mlp.gate_proj,3,2,57344
mistral7b,model.layers.19.mlp.gate_proj,4,2,57344
mistral7b,model.layers.19.mlp.gate_proj,5,10,57344
mistral7b,model.layers.19.mlp.up_proj,0,57319,57344
mistral7b,model.layers.19.mlp.up_proj,1,8,57344
mistral7b,model.layers.19.mlp.up_proj,2,4,57344
mistral7b,model.layers.19.mlp.up_proj,3,6,57344
mistral7b,model.layers.19.mlp.up_proj,4,4,57344
mistral7b,model.layers.19.mlp.up_proj,5,3,57344
mistral7b,model.layers.19.self_attn.k_proj,0,4095,4096
mistral7b,model.layers.19.self_attn.k_proj,1,1,4096
mistral7b,model.layers.19.self_attn.k_proj,2,0,4096
mistral7b,model.layers.19.self_attn.k_proj,3,0,4096
mistral7b,model.layers.19.self_attn.k_proj,4,0,4096
mistral7b,model.layers.19.self_attn.k_proj,5,0,4096
mistral7b,model.layers.19.self_attn.o_proj,0,16376,16384
mistral7b,model.layers.19.self_attn.o_proj,1,8,16384
mistral7b,model.layers.19.self_attn.o_proj,2,0,16384
mistral7b,model.layers.19.self_attn.o_proj,3,0,16384
mistral7b,model.layers.19.self_attn.o_proj,4,0,16384
mistral7b,model.layers.19.self_attn.o_proj,5,0,16384
mistral7b,model.layers.19.self_attn.q_proj,0,16380,16384
mistral7b,model.layers.19.self_attn.q_proj,1,4,16384
mistral7b,model.layers.19.self_attn.q_proj,2,0,16384
mistral7b,model.layers.19.self_attn.q_proj,3,0,16384
mistral7b,model.layers.19.self_attn.q_proj,4,0,16384
mistral7b,model.layers.19.self_attn.q_proj,5,0,16384
mistral7b,model.layers.19.self_attn.v_proj,0,4094,4096
mistral7b,model.layers.19.self_attn.v_proj,1,2,4096
mistral7b,model.layers.19.self_attn.v_proj,2,0,4096
mistral7b,model.layers.19.self_attn.v_proj,3,0,4096
mistral7b,model.layers.19.self_attn.v_proj,4,0,4096
mistral7b,model.layers.19.self_attn.v_proj,5,0,4096
mistral7b,model.layers.2.mlp.down_proj,0,57335,57344
mistral7b,model.layers.2.mlp.down_proj,1,9,57344
mistral7b,model.layers.2.mlp.down_proj,2,0,57344
mistral7b,model.layers.2.mlp.down_proj,3,0,57344
mistral7b,model.layers.2.mlp.down_proj,4,0,57344
mistral7b,model.layers.2.mlp.down_proj,5,0,57344
mistral7b,model.layers.2.mlp.gate_proj,0,57339,57344
mistral7b,model.layers.2.mlp.gate_proj,1,5,57344
mistral7b,model.layers.2.mlp.gate_proj,2,0,57344
mistral7b,model.layers.2.mlp.gate_proj,3,0,57344
mistral7b,model.layers.2.mlp.gate_proj,4,0,57344
mistral7b,model.layers.2.mlp.gate_proj,5,0,57344
mistral7b,model.layers.2.mlp.up_proj,0,57335,57344
mistral7b,model.layers.2.mlp.up_proj,1,9,57344
mistral7b,model.layers.2.mlp.up_proj,2,0,57344
mistral7b,model.layers.2.mlp.up_proj,3,0,57344
mistral7b,model.layers.2.mlp.up_proj,4,0,57344
mistral7b,model.layers.2.mlp.up_proj,5,0,57344
mistral7b,model.layers.2.self_attn.k_proj,0,4091,4096
mistral7b,model.layers.2.self_attn.k_proj,1,5,4096
mistral7b,model.layers.2.self_attn.k_proj,2,0,4096
mistral7b,model.layers.2.self_attn.k_proj,3,0,4096
mistral7b,model.layers.2.self_attn.k_proj,4,0,4096
mistral7b,model.layers.2.self_attn.k_proj,5,0,4096
mistral7b,model.layers.2.self_attn.o_proj,0,16372,16384
mistral7b,model.layers.2.self_attn.o_proj,1,11,16384
mistral7b,model.layers.2.self_attn.o_proj,2,1,16384
mistral7b,model.layers.2.self_attn.o_proj,3,0,16384
mistral7b,model.layers.2.self_attn.o_proj,4,0,16384
mistral7b,model.layers.2.self_attn.o_proj,5,0,16384
mistral7b,model.layers.2.self_attn.q_proj,0,16367,16384
mistral7b,model.layers.2.self_attn.q_proj,1,14,16384
mistral7b,model.layers.2.self_attn.q_proj,2,1,16384
mistral7b,model.layers.2.self_attn.q_proj,3,2,16384
mistral7b,model.layers.2.self_attn.q_proj,4,0,16384
mistral7b,model.layers.2.self_attn.q_proj,5,0,16384
mistral7b,model.layers.2.self_attn.v_proj,0,4088,4096
mistral7b,model.layers.2.self_attn.v_proj,1,8,4096
mistral7b,model.layers.2.self_attn.v_proj,2,0,4096
mistral7b,model.layers.2.self_attn.v_proj,3,0,4096
mistral7b,model.layers.2.self_attn.v_proj,4,0,4096
mistral7b,model.layers.2.self_attn.v_proj,5,0,4096
mistral7b,model.layers.20.mlp.down_proj,0,57331,57344
mistral7b,model.layers.20.mlp.down_proj,1,13,57344
mistral7b,model.layers.20.mlp.down_proj,2,0,57344
mistral7b,model.layers.20.mlp.down_proj,3,0,57344
mistral7b,model.layers.20.mlp.down_proj,4,0,57344
mistral7b,model.layers.20.mlp.down_proj,5,0,57344
mistral7b,model.layers.20.mlp.gate_proj,0,57339,57344
mistral7b,model.layers.20.mlp.gate_proj,1,5,57344
mistral7b,model.layers.20.mlp.gate_proj,2,0,57344
mistral7b,model.layers.20.mlp.gate_proj,3,0,57344
mistral7b,model.layers.20.mlp.gate_proj,4,0,57344
mistral7b,model.layers.20.mlp.gate_proj,5,0,57344
mistral7b,model.layers.20.mlp.up_proj,0,57338,57344
mistral7b,model.layers.20.mlp.up_proj,1,6,57344
mistral7b,model.layers.20.mlp.up_proj,2,0,57344
mistral7b,model.layers.20.mlp.up_proj,3,0,57344
mistral7b,model.layers.20.mlp.up_proj,4,0,57344
mistral7b,model.layers.20.mlp.up_proj,5,0,57344
mistral7b,model.layers.20.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.20.self_attn.k_proj,1,0,4096
mistral7b,model.layers.20.self_attn.k_proj,2,0,4096
mistral7b,model.layers.20.self_attn.k_proj,3,0,4096
mistral7b,model.layers.20.self_attn.k_proj,4,0,4096
mistral7b,model.layers.20.self_attn.k_proj,5,0,4096
mistral7b,model.layers.20.self_attn.o_proj,0,16383,16384
mistral7b,model.layers.20.self_attn.o_proj,1,1,16384
mistral7b,model.layers.20.self_attn.o_proj,2,0,16384
mistral7b,model.layers.20.self_attn.o_proj,3,0,16384
mistral7b,model.layers.20.self_attn.o_proj,4,0,16384
mistral7b,model.layers.20.self_attn.o_proj,5,0,16384
mistral7b,model.layers.20.self_attn.q_proj,0,16380,16384
mistral7b,model.layers.20.self_attn.q_proj,1,4,16384
mistral7b,model.layers.20.self_attn.q_proj,2,0,16384
mistral7b,model.layers.20.self_attn.q_proj,3,0,16384
mistral7b,model.layers.20.self_attn.q_proj,4,0,16384
mistral7b,model.layers.20.self_attn.q_proj,5,0,16384
mistral7b,model.layers.20.self_attn.v_proj,0,4095,4096
mistral7b,model.layers.20.self_attn.v_proj,1,1,4096
mistral7b,model.layers.20.self_attn.v_proj,2,0,4096
mistral7b,model.layers.20.self_attn.v_proj,3,0,4096
mistral7b,model.layers.20.self_attn.v_proj,4,0,4096
mistral7b,model.layers.20.self_attn.v_proj,5,0,4096
mistral7b,model.layers.21.mlp.down_proj,0,57331,57344
mistral7b,model.layers.21.mlp.down_proj,1,13,57344
mistral7b,model.layers.21.mlp.down_proj,2,0,57344
mistral7b,model.layers.21.mlp.down_proj,3,0,57344
mistral7b,model.layers.21.mlp.down_proj,4,0,57344
mistral7b,model.layers.21.mlp.down_proj,5,0,57344
mistral7b,model.layers.21.mlp.gate_proj,0,57334,57344
mistral7b,model.layers.21.mlp.gate_proj,1,10,57344
mistral7b,model.layers.21.mlp.gate_proj,2,0,57344
mistral7b,model.layers.21.mlp.gate_proj,3,0,57344
mistral7b,model.layers.21.mlp.gate_proj,4,0,57344
mistral7b,model.layers.21.mlp.gate_proj,5,0,57344
mistral7b,model.layers.21.mlp.up_proj,0,57339,57344
mistral7b,model.layers.21.mlp.up_proj,1,5,57344
mistral7b,model.layers.21.mlp.up_proj,2,0,57344
mistral7b,model.layers.21.mlp.up_proj,3,0,57344
mistral7b,model.layers.21.mlp.up_proj,4,0,57344
mistral7b,model.layers.21.mlp.up_proj,5,0,57344
mistral7b,model.layers.21.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.21.self_attn.k_proj,1,0,4096
mistral7b,model.layers.21.self_attn.k_proj,2,0,4096
mistral7b,model.layers.21.self_attn.k_proj,3,0,4096
mistral7b,model.layers.21.self_attn.k_proj,4,0,4096
mistral7b,model.layers.21.self_attn.k_proj,5,0,4096
mistral7b,model.layers.21.self_attn.o_proj,0,16383,16384
mistral7b,model.layers.21.self_attn.o_proj,1,1,16384
mistral7b,model.layers.21.self_attn.o_proj,2,0,16384
mistral7b,model.layers.21.self_attn.o_proj,3,0,16384
mistral7b,model.layers.21.self_attn.o_proj,4,0,16384
mistral7b,model.layers.21.self_attn.o_proj,5,0,16384
mistral7b,model.layers.21.self_attn.q_proj,0,16382,16384
mistral7b,model.layers.21.self_attn.q_proj,1,2,16384
mistral7b,model.layers.21.self_attn.q_proj,2,0,16384
mistral7b,model.layers.21.self_attn.q_proj,3,0,16384
mistral7b,model.layers.21.self_attn.q_proj,4,0,16384
mistral7b,model.layers.21.self_attn.q_proj,5,0,16384
mistral7b,model.layers.21.self_attn.v_proj,0,4095,4096
mistral7b,model.layers.21.self_attn.v_proj,1,1,4096
mistral7b,model.layers.21.self_attn.v_proj,2,0,4096
mistral7b,model.layers.21.self_attn.v_proj,3,0,4096
mistral7b,model.layers.21.self_attn.v_proj,4,0,4096
mistral7b,model.layers.21.self_attn.v_proj,5,0,4096
mistral7b,model.layers.22.mlp.down_proj,0,57337,57344
mistral7b,model.layers.22.mlp.down_proj,1,7,57344
mistral7b,model.layers.22.mlp.down_proj,2,0,57344
mistral7b,model.layers.22.mlp.down_proj,3,0,57344
mistral7b,model.layers.22.mlp.down_proj,4,0,57344
mistral7b,model.layers.22.mlp.down_proj,5,0,57344
mistral7b,model.layers.22.mlp.gate_proj,0,57338,57344
mistral7b,model.layers.22.mlp.gate_proj,1,6,57344
mistral7b,model.layers.22.mlp.gate_proj,2,0,57344
mistral7b,model.layers.22.mlp.gate_proj,3,0,57344
mistral7b,model.layers.22.mlp.gate_proj,4,0,57344
mistral7b,model.layers.22.mlp.gate_proj,5,0,57344
mistral7b,model.layers.22.mlp.up_proj,0,57339,57344
mistral7b,model.layers.22.mlp.up_proj,1,5,57344
mistral7b,model.layers.22.mlp.up_proj,2,0,57344
mistral7b,model.layers.22.mlp.up_proj,3,0,57344
mistral7b,model.layers.22.mlp.up_proj,4,0,57344
mistral7b,model.layers.22.mlp.up_proj,5,0,57344
mistral7b,model.layers.22.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.22.self_attn.k_proj,1,0,4096
mistral7b,model.layers.22.self_attn.k_proj,2,0,4096
mistral7b,model.layers.22.self_attn.k_proj,3,0,4096
mistral7b,model.layers.22.self_attn.k_proj,4,0,4096
mistral7b,model.layers.22.self_attn.k_proj,5,0,4096
mistral7b,model.layers.22.self_attn.o_proj,0,16382,16384
mistral7b,model.layers.22.self_attn.o_proj,1,2,16384
mistral7b,model.layers.22.self_attn.o_proj,2,0,16384
mistral7b,model.layers.22.self_attn.o_proj,3,0,16384
mistral7b,model.layers.22.self_attn.o_proj,4,0,16384
mistral7b,model.layers.22.self_attn.o_proj,5,0,16384
mistral7b,model.layers.22.self_attn.q_proj,0,16382,16384
mistral7b,model.layers.22.self_attn.q_proj,1,1,16384
mistral7b,model.layers.22.self_attn.q_proj,2,1,16384
mistral7b,model.layers.22.self_attn.q_proj,3,0,16384
mistral7b,model.layers.22.self_attn.q_proj,4,0,16384
mistral7b,model.layers.22.self_attn.q_proj,5,0,16384
mistral7b,model.layers.22.self_attn.v_proj,0,4090,4096
mistral7b,model.layers.22.self_attn.v_proj,1,5,4096
mistral7b,model.layers.22.self_attn.v_proj,2,1,4096
mistral7b,model.layers.22.self_attn.v_proj,3,0,4096
mistral7b,model.layers.22.self_attn.v_proj,4,0,4096
mistral7b,model.layers.22.self_attn.v_proj,5,0,4096
mistral7b,model.layers.23.mlp.down_proj,0,57334,57344
mistral7b,model.layers.23.mlp.down_proj,1,10,57344
mistral7b,model.layers.23.mlp.down_proj,2,0,57344
mistral7b,model.layers.23.mlp.down_proj,3,0,57344
mistral7b,model.layers.23.mlp.down_proj,4,0,57344
mistral7b,model.layers.23.mlp.down_proj,5,0,57344
mistral7b,model.layers.23.mlp.gate_proj,0,57338,57344
mistral7b,model.layers.23.mlp.gate_proj,1,5,57344
mistral7b,model.layers.23.mlp.gate_proj,2,0,57344
mistral7b,model.layers.23.mlp.gate_proj,3,0,57344
mistral7b,model.layers.23.mlp.gate_proj,4,1,57344
mistral7b,model.layers.23.mlp.gate_proj,5,0,57344
mistral7b,model.layers.23.mlp.up_proj,0,57335,57344
mistral7b,model.layers.23.mlp.up_proj,1,9,57344
mistral7b,model.layers.23.mlp.up_proj,2,0,57344
mistral7b,model.layers.23.mlp.up_proj,3,0,57344
mistral7b,model.layers.23.mlp.up_proj,4,0,57344
mistral7b,model.layers.23.mlp.up_proj,5,0,57344
mistral7b,model.layers.23.self_attn.k_proj,0,4095,4096
mistral7b,model.layers.23.self_attn.k_proj,1,1,4096
mistral7b,model.layers.23.self_attn.k_proj,2,0,4096
mistral7b,model.layers.23.self_attn.k_proj,3,0,4096
mistral7b,model.layers.23.self_attn.k_proj,4,0,4096
mistral7b,model.layers.23.self_attn.k_proj,5,0,4096
mistral7b,model.layers.23.self_attn.o_proj,0,16378,16384
mistral7b,model.layers.23.self_attn.o_proj,1,6,16384
mistral7b,model.layers.23.self_attn.o_proj,2,0,16384
mistral7b,model.layers.23.self_attn.o_proj,3,0,16384
mistral7b,model.layers.23.self_attn.o_proj,4,0,16384
mistral7b,model.layers.23.self_attn.o_proj,5,0,16384
mistral7b,model.layers.23.self_attn.q_proj,0,16380,16384
mistral7b,model.layers.23.self_attn.q_proj,1,2,16384
mistral7b,model.layers.23.self_attn.q_proj,2,0,16384
mistral7b,model.layers.23.self_attn.q_proj,3,1,16384
mistral7b,model.layers.23.self_attn.q_proj,4,0,16384
mistral7b,model.layers.23.self_attn.q_proj,5,1,16384
mistral7b,model.layers.23.self_attn.v_proj,0,4090,4096
mistral7b,model.layers.23.self_attn.v_proj,1,5,4096
mistral7b,model.layers.23.self_attn.v_proj,2,1,4096
mistral7b,model.layers.23.self_attn.v_proj,3,0,4096
mistral7b,model.layers.23.self_attn.v_proj,4,0,4096
mistral7b,model.layers.23.self_attn.v_proj,5,0,4096
mistral7b,model.layers.24.mlp.down_proj,0,57343,57344
mistral7b,model.layers.24.mlp.down_proj,1,1,57344
mistral7b,model.layers.24.mlp.down_proj,2,0,57344
mistral7b,model.layers.24.mlp.down_proj,3,0,57344
mistral7b,model.layers.24.mlp.down_proj,4,0,57344
mistral7b,model.layers.24.mlp.down_proj,5,0,57344
mistral7b,model.layers.24.mlp.gate_proj,0,57338,57344
mistral7b,model.layers.24.mlp.gate_proj,1,6,57344
mistral7b,model.layers.24.mlp.gate_proj,2,0,57344
mistral7b,model.layers.24.mlp.gate_proj,3,0,57344
mistral7b,model.layers.24.mlp.gate_proj,4,0,57344
mistral7b,model.layers.24.mlp.gate_proj,5,0,57344
mistral7b,model.layers.24.mlp.up_proj,0,57337,57344
mistral7b,model.layers.24.mlp.up_proj,1,6,57344
mistral7b,model.layers.24.mlp.up_proj,2,0,57344
mistral7b,model.layers.24.mlp.up_proj,3,1,57344
mistral7b,model.layers.24.mlp.up_proj,4,0,57344
mistral7b,model.layers.24.mlp.up_proj,5,0,57344
mistral7b,model.layers.24.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.24.self_attn.k_proj,1,0,4096
mistral7b,model.layers.24.self_attn.k_proj,2,0,4096
mistral7b,model.layers.24.self_attn.k_proj,3,0,4096
mistral7b,model.layers.24.self_attn.k_proj,4,0,4096
mistral7b,model.layers.24.self_attn.k_proj,5,0,4096
mistral7b,model.layers.24.self_attn.o_proj,0,16384,16384
mistral7b,model.layers.24.self_attn.o_proj,1,0,16384
mistral7b,model.layers.24.self_attn.o_proj,2,0,16384
mistral7b,model.layers.24.self_attn.o_proj,3,0,16384
mistral7b,model.layers.24.self_attn.o_proj,4,0,16384
mistral7b,model.layers.24.self_attn.o_proj,5,0,16384
mistral7b,model.layers.24.self_attn.q_proj,0,16383,16384
mistral7b,model.layers.24.self_attn.q_proj,1,1,16384
mistral7b,model.layers.24.self_attn.q_proj,2,0,16384
mistral7b,model.layers.24.self_attn.q_proj,3,0,16384
mistral7b,model.layers.24.self_attn.q_proj,4,0,16384
mistral7b,model.layers.24.self_attn.q_proj,5,0,16384
mistral7b,model.layers.24.self_attn.v_proj,0,4090,4096
mistral7b,model.layers.24.self_attn.v_proj,1,6,4096
mistral7b,model.layers.24.self_attn.v_proj,2,0,4096
mistral7b,model.layers.24.self_attn.v_proj,3,0,4096
mistral7b,model.layers.24.self_attn.v_proj,4,0,4096
mistral7b,model.layers.24.self_attn.v_proj,5,0,4096
mistral7b,model.layers.25.mlp.down_proj,0,57338,57344
mistral7b,model.layers.25.mlp.down_proj,1,6,57344
mistral7b,model.layers.25.mlp.down_proj,2,0,57344
mistral7b,model.layers.25.mlp.down_proj,3,0,57344
mistral7b,model.layers.25.mlp.down_proj,4,0,57344
mistral7b,model.layers.25.mlp.down_proj,5,0,57344
mistral7b,model.layers.25.mlp.gate_proj,0,57333,57344
mistral7b,model.layers.25.mlp.gate_proj,1,11,57344
mistral7b,model.layers.25.mlp.gate_proj,2,0,57344
mistral7b,model.layers.25.mlp.gate_proj,3,0,57344
mistral7b,model.layers.25.mlp.gate_proj,4,0,57344
mistral7b,model.layers.25.mlp.gate_proj,5,0,57344
mistral7b,model.layers.25.mlp.up_proj,0,57332,57344
mistral7b,model.layers.25.mlp.up_proj,1,12,57344
mistral7b,model.layers.25.mlp.up_proj,2,0,57344
mistral7b,model.layers.25.mlp.up_proj,3,0,57344
mistral7b,model.layers.25.mlp.up_proj,4,0,57344
mistral7b,model.layers.25.mlp.up_proj,5,0,57344
mistral7b,model.layers.25.self_attn.k_proj,0,4095,4096
mistral7b,model.layers.25.self_attn.k_proj,1,1,4096
mistral7b,model.layers.25.self_attn.k_proj,2,0,4096
mistral7b,model.layers.25.self_attn.k_proj,3,0,4096
mistral7b,model.layers.25.self_attn.k_proj,4,0,4096
mistral7b,model.layers.25.self_attn.k_proj,5,0,4096
mistral7b,model.layers.25.self_attn.o_proj,0,16379,16384
mistral7b,model.layers.25.self_attn.o_proj,1,4,16384
mistral7b,model.layers.25.self_attn.o_proj,2,1,16384
mistral7b,model.layers.25.self_attn.o_proj,3,0,16384
mistral7b,model.layers.25.self_attn.o_proj,4,0,16384
mistral7b,model.layers.25.self_attn.o_proj,5,0,16384
mistral7b,model.layers.25.self_attn.q_proj,0,16381,16384
mistral7b,model.layers.25.self_attn.q_proj,1,3,16384
mistral7b,model.layers.25.self_attn.q_proj,2,0,16384
mistral7b,model.layers.25.self_attn.q_proj,3,0,16384
mistral7b,model.layers.25.self_attn.q_proj,4,0,16384
mistral7b,model.layers.25.self_attn.q_proj,5,0,16384
mistral7b,model.layers.25.self_attn.v_proj,0,4083,4096
mistral7b,model.layers.25.self_attn.v_proj,1,13,4096
mistral7b,model.layers.25.self_attn.v_proj,2,0,4096
mistral7b,model.layers.25.self_attn.v_proj,3,0,4096
mistral7b,model.layers.25.self_attn.v_proj,4,0,4096
mistral7b,model.layers.25.self_attn.v_proj,5,0,4096
mistral7b,model.layers.26.mlp.down_proj,0,57335,57344
mistral7b,model.layers.26.mlp.down_proj,1,8,57344
mistral7b,model.layers.26.mlp.down_proj,2,1,57344
mistral7b,model.layers.26.mlp.down_proj,3,0,57344
mistral7b,model.layers.26.mlp.down_proj,4,0,57344
mistral7b,model.layers.26.mlp.down_proj,5,0,57344
mistral7b,model.layers.26.mlp.gate_proj,0,57336,57344
mistral7b,model.layers.26.mlp.gate_proj,1,7,57344
mistral7b,model.layers.26.mlp.gate_proj,2,0,57344
mistral7b,model.layers.26.mlp.gate_proj,3,1,57344
mistral7b,model.layers.26.mlp.gate_proj,4,0,57344
mistral7b,model.layers.26.mlp.gate_proj,5,0,57344
mistral7b,model.layers.26.mlp.up_proj,0,57337,57344
mistral7b,model.layers.26.mlp.up_proj,1,6,57344
mistral7b,model.layers.26.mlp.up_proj,2,1,57344
mistral7b,model.layers.26.mlp.up_proj,3,0,57344
mistral7b,model.layers.26.mlp.up_proj,4,0,57344
mistral7b,model.layers.26.mlp.up_proj,5,0,57344
mistral7b,model.layers.26.self_attn.k_proj,0,4095,4096
mistral7b,model.layers.26.self_attn.k_proj,1,1,4096
mistral7b,model.layers.26.self_attn.k_proj,2,0,4096
mistral7b,model.layers.26.self_attn.k_proj,3,0,4096
mistral7b,model.layers.26.self_attn.k_proj,4,0,4096
mistral7b,model.layers.26.self_attn.k_proj,5,0,4096
mistral7b,model.layers.26.self_attn.o_proj,0,16380,16384
mistral7b,model.layers.26.self_attn.o_proj,1,4,16384
mistral7b,model.layers.26.self_attn.o_proj,2,0,16384
mistral7b,model.layers.26.self_attn.o_proj,3,0,16384
mistral7b,model.layers.26.self_attn.o_proj,4,0,16384
mistral7b,model.layers.26.self_attn.o_proj,5,0,16384
mistral7b,model.layers.26.self_attn.q_proj,0,16379,16384
mistral7b,model.layers.26.self_attn.q_proj,1,5,16384
mistral7b,model.layers.26.self_attn.q_proj,2,0,16384
mistral7b,model.layers.26.self_attn.q_proj,3,0,16384
mistral7b,model.layers.26.self_attn.q_proj,4,0,16384
mistral7b,model.layers.26.self_attn.q_proj,5,0,16384
mistral7b,model.layers.26.self_attn.v_proj,0,4086,4096
mistral7b,model.layers.26.self_attn.v_proj,1,9,4096
mistral7b,model.layers.26.self_attn.v_proj,2,1,4096
mistral7b,model.layers.26.self_attn.v_proj,3,0,4096
mistral7b,model.layers.26.self_attn.v_proj,4,0,4096
mistral7b,model.layers.26.self_attn.v_proj,5,0,4096
mistral7b,model.layers.27.mlp.down_proj,0,57328,57344
mistral7b,model.layers.27.mlp.down_proj,1,16,57344
mistral7b,model.layers.27.mlp.down_proj,2,0,57344
mistral7b,model.layers.27.mlp.down_proj,3,0,57344
mistral7b,model.layers.27.mlp.down_proj,4,0,57344
mistral7b,model.layers.27.mlp.down_proj,5,0,57344
mistral7b,model.layers.27.mlp.gate_proj,0,57336,57344
mistral7b,model.layers.27.mlp.gate_proj,1,7,57344
mistral7b,model.layers.27.mlp.gate_proj,2,0,57344
mistral7b,model.layers.27.mlp.gate_proj,3,0,57344
mistral7b,model.layers.27.mlp.gate_proj,4,0,57344
mistral7b,model.layers.27.mlp.gate_proj,5,1,57344
mistral7b,model.layers.27.mlp.up_proj,0,57335,57344
mistral7b,model.layers.27.mlp.up_proj,1,9,57344
mistral7b,model.layers.27.mlp.up_proj,2,0,57344
mistral7b,model.layers.27.mlp.up_proj,3,0,57344
mistral7b,model.layers.27.mlp.up_proj,4,0,57344
mistral7b,model.layers.27.mlp.up_proj,5,0,57344
mistral7b,model.layers.27.self_attn.k_proj,0,4096,4096
mistral7b,model.layers.27.self_attn.k_proj,1,0,4096
mistral7b,model.layers.27.self_attn.k_proj,2,0,4096
mistral7b,model.layers.27.self_attn.k_proj,3,0,4096
mistral7b,model.layers.27.self_attn.k_proj,4,0,4096
mistral7b,model.layers.27.self_attn.k_proj,5,0,4096
mistral7b,model.layers.27.self_attn.o_proj,0,16342,16384
mistral7b,model.layers.27.self_attn.o_proj,1,37,16384
mistral7b,model.layers.27.self_attn.o_proj,2,3,16384
mistral7b,model.layers.27.self_attn.o_proj,3,0,16384
mistral7b,model.layers.27.self_attn.o_proj,4,1,16384
mistral7b,model.layers.27.self_attn.o_proj,5,1,16384
mistral7b,model.layers.27.self_attn.q_proj,0,16375,16384
mistral7b,model.layers.27.self_attn.q_proj,1,8,16384
mistral7b,model.layers.27.self_attn.q_proj,2,0,16384
mistral7b,model.layers.27.self_attn.q_proj,3,0,16384
mistral7b,model.layers.27.self_attn.q_proj,4,1,16384
mistral7b,model.layers.27.self_attn.q_proj,5,0,16384
mistral7b,model.layers.27.self_attn.v_proj,0,4083,4096
mistral7b,model.layers.27.self_attn.v_proj,1,12,4096
mistral7b,model.layers.27.self_attn.v_proj,2,0,4096
mistral7b,model.layers.27.self_attn.v_proj,3,1,4096
mistral7b,model.layers.27.self_attn.v_proj,4,0,4096
mistral7b,model.layers.27.self_attn.v_proj,5,0,4096
mistral7b,model.layers.28.mlp.down_proj,0,57282,57344
mistral7b,model.layers.28.mlp.down_proj,1,52,57344
mistral7b,model.layers.28.mlp.down_proj,2,8,57344
