model,draw,module,U,K,density,density_ratio_vs_seed0
qwen4b,draw4,model.layers.22.mlp.gate_proj,24320,5,0.00020559210526315788,0.8333333333333334
qwen4b,seed0,model.layers.22.mlp.up_proj,24320,12,0.000493421052631579,1.0
qwen4b,draw1,model.layers.22.mlp.up_proj,24320,8,0.0003289473684210526,0.6666666666666666
qwen4b,draw2,model.layers.22.mlp.up_proj,24320,10,0.00041118421052631577,0.8333333333333334
qwen4b,draw3,model.layers.22.mlp.up_proj,24320,11,0.00045230263157894736,0.9166666666666666
qwen4b,draw4,model.layers.22.mlp.up_proj,24320,8,0.0003289473684210526,0.6666666666666666
qwen4b,seed0,model.layers.22.self_attn.k_proj,2560,5,0.001953125,1.0
qwen4b,draw1,model.layers.22.self_attn.k_proj,2560,4,0.0015625,0.8
qwen4b,draw2,model.layers.22.self_attn.k_proj,2560,1,0.000390625,0.2
qwen4b,draw3,model.layers.22.self_attn.k_proj,2560,4,0.0015625,0.8
qwen4b,draw4,model.layers.22.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,seed0,model.layers.22.self_attn.o_proj,10240,27,0.00263671875,1.0
qwen4b,draw1,model.layers.22.self_attn.o_proj,10240,23,0.00224609375,0.8518518518518519
qwen4b,draw2,model.layers.22.self_attn.o_proj,10240,28,0.002734375,1.037037037037037
qwen4b,draw3,model.layers.22.self_attn.o_proj,10240,16,0.0015625,0.5925925925925926
qwen4b,draw4,model.layers.22.self_attn.o_proj,10240,20,0.001953125,0.7407407407407407
qwen4b,seed0,model.layers.22.self_attn.q_proj,10240,3,0.00029296875,1.0
qwen4b,draw1,model.layers.22.self_attn.q_proj,10240,6,0.0005859375,2.0
qwen4b,draw2,model.layers.22.self_attn.q_proj,10240,2,0.0001953125,0.6666666666666666
qwen4b,draw3,model.layers.22.self_attn.q_proj,10240,1,9.765625e-05,0.3333333333333333
qwen4b,draw4,model.layers.22.self_attn.q_proj,10240,5,0.00048828125,1.6666666666666667
qwen4b,seed0,model.layers.22.self_attn.v_proj,2560,7,0.002734375,1.0
qwen4b,draw1,model.layers.22.self_attn.v_proj,2560,16,0.00625,2.2857142857142856
qwen4b,draw2,model.layers.22.self_attn.v_proj,2560,12,0.0046875,1.7142857142857142
qwen4b,draw3,model.layers.22.self_attn.v_proj,2560,11,0.004296875,1.5714285714285714
qwen4b,draw4,model.layers.22.self_attn.v_proj,2560,11,0.004296875,1.5714285714285714
qwen4b,seed0,model.layers.23.mlp.down_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw1,model.layers.23.mlp.down_proj,24320,6,0.0002467105263157895,2.0
qwen4b,draw2,model.layers.23.mlp.down_proj,24320,0,0.0,0.0
qwen4b,draw3,model.layers.23.mlp.down_proj,24320,5,0.00020559210526315788,1.6666666666666667
qwen4b,draw4,model.layers.23.mlp.down_proj,24320,6,0.0002467105263157895,2.0
qwen4b,seed0,model.layers.23.mlp.gate_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.23.mlp.gate_proj,24320,2,8.223684210526316e-05,0.5
qwen4b,draw2,model.layers.23.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw3,model.layers.23.mlp.gate_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw4,model.layers.23.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.23.mlp.up_proj,24320,5,0.00020559210526315788,1.0
qwen4b,draw1,model.layers.23.mlp.up_proj,24320,6,0.0002467105263157895,1.2
qwen4b,draw2,model.layers.23.mlp.up_proj,24320,2,8.223684210526316e-05,0.4
qwen4b,draw3,model.layers.23.mlp.up_proj,24320,3,0.00012335526315789474,0.6
qwen4b,draw4,model.layers.23.mlp.up_proj,24320,4,0.0001644736842105263,0.8
qwen4b,seed0,model.layers.23.self_attn.k_proj,2560,0,0.0,
qwen4b,draw1,model.layers.23.self_attn.k_proj,2560,0,0.0,
qwen4b,draw2,model.layers.23.self_attn.k_proj,2560,0,0.0,
qwen4b,draw3,model.layers.23.self_attn.k_proj,2560,2,0.00078125,
qwen4b,draw4,model.layers.23.self_attn.k_proj,2560,0,0.0,
qwen4b,seed0,model.layers.23.self_attn.o_proj,10240,20,0.001953125,1.0
qwen4b,draw1,model.layers.23.self_attn.o_proj,10240,14,0.0013671875,0.7
qwen4b,draw2,model.layers.23.self_attn.o_proj,10240,13,0.00126953125,0.65
qwen4b,draw3,model.layers.23.self_attn.o_proj,10240,14,0.0013671875,0.7
qwen4b,draw4,model.layers.23.self_attn.o_proj,10240,15,0.00146484375,0.75
qwen4b,seed0,model.layers.23.self_attn.q_proj,10240,3,0.00029296875,1.0
qwen4b,draw1,model.layers.23.self_attn.q_proj,10240,4,0.000390625,1.3333333333333333
qwen4b,draw2,model.layers.23.self_attn.q_proj,10240,4,0.000390625,1.3333333333333333
qwen4b,draw3,model.layers.23.self_attn.q_proj,10240,2,0.0001953125,0.6666666666666666
qwen4b,draw4,model.layers.23.self_attn.q_proj,10240,8,0.00078125,2.6666666666666665
qwen4b,seed0,model.layers.23.self_attn.v_proj,2560,3,0.001171875,1.0
qwen4b,draw1,model.layers.23.self_attn.v_proj,2560,2,0.00078125,0.6666666666666666
qwen4b,draw2,model.layers.23.self_attn.v_proj,2560,3,0.001171875,1.0
qwen4b,draw3,model.layers.23.self_attn.v_proj,2560,3,0.001171875,1.0
qwen4b,draw4,model.layers.23.self_attn.v_proj,2560,2,0.00078125,0.6666666666666666
qwen4b,seed0,model.layers.24.mlp.down_proj,24320,6,0.0002467105263157895,1.0
qwen4b,draw1,model.layers.24.mlp.down_proj,24320,4,0.0001644736842105263,0.6666666666666666
qwen4b,draw2,model.layers.24.mlp.down_proj,24320,2,8.223684210526316e-05,0.3333333333333333
qwen4b,draw3,model.layers.24.mlp.down_proj,24320,2,8.223684210526316e-05,0.3333333333333333
qwen4b,draw4,model.layers.24.mlp.down_proj,24320,4,0.0001644736842105263,0.6666666666666666
qwen4b,seed0,model.layers.24.mlp.gate_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.24.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw2,model.layers.24.mlp.gate_proj,24320,7,0.000287828947368421,1.75
qwen4b,draw3,model.layers.24.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw4,model.layers.24.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.24.mlp.up_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.24.mlp.up_proj,24320,3,0.00012335526315789474,0.75
qwen4b,draw2,model.layers.24.mlp.up_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw3,model.layers.24.mlp.up_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw4,model.layers.24.mlp.up_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,seed0,model.layers.24.self_attn.k_proj,2560,0,0.0,
qwen4b,draw1,model.layers.24.self_attn.k_proj,2560,2,0.00078125,
qwen4b,draw2,model.layers.24.self_attn.k_proj,2560,0,0.0,
qwen4b,draw3,model.layers.24.self_attn.k_proj,2560,0,0.0,
qwen4b,draw4,model.layers.24.self_attn.k_proj,2560,0,0.0,
qwen4b,seed0,model.layers.24.self_attn.o_proj,10240,13,0.00126953125,1.0
qwen4b,draw1,model.layers.24.self_attn.o_proj,10240,13,0.00126953125,1.0
qwen4b,draw2,model.layers.24.self_attn.o_proj,10240,11,0.00107421875,0.8461538461538461
qwen4b,draw3,model.layers.24.self_attn.o_proj,10240,8,0.00078125,0.6153846153846154
qwen4b,draw4,model.layers.24.self_attn.o_proj,10240,10,0.0009765625,0.7692307692307693
qwen4b,seed0,model.layers.24.self_attn.q_proj,10240,0,0.0,
qwen4b,draw1,model.layers.24.self_attn.q_proj,10240,1,9.765625e-05,
qwen4b,draw2,model.layers.24.self_attn.q_proj,10240,2,0.0001953125,
qwen4b,draw3,model.layers.24.self_attn.q_proj,10240,3,0.00029296875,
qwen4b,draw4,model.layers.24.self_attn.q_proj,10240,2,0.0001953125,
qwen4b,seed0,model.layers.24.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw1,model.layers.24.self_attn.v_proj,2560,5,0.001953125,2.5
qwen4b,draw2,model.layers.24.self_attn.v_proj,2560,1,0.000390625,0.5
qwen4b,draw3,model.layers.24.self_attn.v_proj,2560,3,0.001171875,1.5
qwen4b,draw4,model.layers.24.self_attn.v_proj,2560,3,0.001171875,1.5
qwen4b,seed0,model.layers.25.mlp.down_proj,24320,6,0.0002467105263157895,1.0
qwen4b,draw1,model.layers.25.mlp.down_proj,24320,4,0.0001644736842105263,0.6666666666666666
qwen4b,draw2,model.layers.25.mlp.down_proj,24320,6,0.0002467105263157895,1.0
qwen4b,draw3,model.layers.25.mlp.down_proj,24320,5,0.00020559210526315788,0.8333333333333334
qwen4b,draw4,model.layers.25.mlp.down_proj,24320,7,0.000287828947368421,1.1666666666666667
qwen4b,seed0,model.layers.25.mlp.gate_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.25.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw2,model.layers.25.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw3,model.layers.25.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw4,model.layers.25.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,seed0,model.layers.25.mlp.up_proj,24320,6,0.0002467105263157895,1.0
qwen4b,draw1,model.layers.25.mlp.up_proj,24320,7,0.000287828947368421,1.1666666666666667
qwen4b,draw2,model.layers.25.mlp.up_proj,24320,3,0.00012335526315789474,0.5
qwen4b,draw3,model.layers.25.mlp.up_proj,24320,2,8.223684210526316e-05,0.3333333333333333
qwen4b,draw4,model.layers.25.mlp.up_proj,24320,6,0.0002467105263157895,1.0
qwen4b,seed0,model.layers.25.self_attn.k_proj,2560,2,0.00078125,1.0
qwen4b,draw1,model.layers.25.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,draw2,model.layers.25.self_attn.k_proj,2560,1,0.000390625,0.5
qwen4b,draw3,model.layers.25.self_attn.k_proj,2560,1,0.000390625,0.5
qwen4b,draw4,model.layers.25.self_attn.k_proj,2560,1,0.000390625,0.5
qwen4b,seed0,model.layers.25.self_attn.o_proj,10240,8,0.00078125,1.0
qwen4b,draw1,model.layers.25.self_attn.o_proj,10240,9,0.00087890625,1.125
qwen4b,draw2,model.layers.25.self_attn.o_proj,10240,5,0.00048828125,0.625
qwen4b,draw3,model.layers.25.self_attn.o_proj,10240,5,0.00048828125,0.625
qwen4b,draw4,model.layers.25.self_attn.o_proj,10240,1,9.765625e-05,0.125
qwen4b,seed0,model.layers.25.self_attn.q_proj,10240,3,0.00029296875,1.0
qwen4b,draw1,model.layers.25.self_attn.q_proj,10240,2,0.0001953125,0.6666666666666666
qwen4b,draw2,model.layers.25.self_attn.q_proj,10240,1,9.765625e-05,0.3333333333333333
qwen4b,draw3,model.layers.25.self_attn.q_proj,10240,1,9.765625e-05,0.3333333333333333
qwen4b,draw4,model.layers.25.self_attn.q_proj,10240,0,0.0,0.0
qwen4b,seed0,model.layers.25.self_attn.v_proj,2560,0,0.0,
qwen4b,draw1,model.layers.25.self_attn.v_proj,2560,0,0.0,
qwen4b,draw2,model.layers.25.self_attn.v_proj,2560,0,0.0,
qwen4b,draw3,model.layers.25.self_attn.v_proj,2560,0,0.0,
qwen4b,draw4,model.layers.25.self_attn.v_proj,2560,0,0.0,
qwen4b,seed0,model.layers.26.mlp.down_proj,24320,6,0.0002467105263157895,1.0
qwen4b,draw1,model.layers.26.mlp.down_proj,24320,8,0.0003289473684210526,1.3333333333333333
qwen4b,draw2,model.layers.26.mlp.down_proj,24320,1,4.111842105263158e-05,0.16666666666666666
qwen4b,draw3,model.layers.26.mlp.down_proj,24320,5,0.00020559210526315788,0.8333333333333334
qwen4b,draw4,model.layers.26.mlp.down_proj,24320,4,0.0001644736842105263,0.6666666666666666
qwen4b,seed0,model.layers.26.mlp.gate_proj,24320,1,4.111842105263158e-05,1.0
qwen4b,draw1,model.layers.26.mlp.gate_proj,24320,1,4.111842105263158e-05,1.0
qwen4b,draw2,model.layers.26.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,draw3,model.layers.26.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,draw4,model.layers.26.mlp.gate_proj,24320,3,0.00012335526315789474,3.0
qwen4b,seed0,model.layers.26.mlp.up_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw1,model.layers.26.mlp.up_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw2,model.layers.26.mlp.up_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw3,model.layers.26.mlp.up_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw4,model.layers.26.mlp.up_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.26.self_attn.k_proj,2560,0,0.0,
qwen4b,draw1,model.layers.26.self_attn.k_proj,2560,1,0.000390625,
qwen4b,draw2,model.layers.26.self_attn.k_proj,2560,1,0.000390625,
qwen4b,draw3,model.layers.26.self_attn.k_proj,2560,0,0.0,
qwen4b,draw4,model.layers.26.self_attn.k_proj,2560,0,0.0,
qwen4b,seed0,model.layers.26.self_attn.o_proj,10240,8,0.00078125,1.0
qwen4b,draw1,model.layers.26.self_attn.o_proj,10240,8,0.00078125,1.0
qwen4b,draw2,model.layers.26.self_attn.o_proj,10240,9,0.00087890625,1.125
qwen4b,draw3,model.layers.26.self_attn.o_proj,10240,7,0.00068359375,0.875
qwen4b,draw4,model.layers.26.self_attn.o_proj,10240,5,0.00048828125,0.625
qwen4b,seed0,model.layers.26.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw1,model.layers.26.self_attn.q_proj,10240,2,0.0001953125,2.0
qwen4b,draw2,model.layers.26.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw3,model.layers.26.self_attn.q_proj,10240,0,0.0,0.0
qwen4b,draw4,model.layers.26.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,seed0,model.layers.26.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw1,model.layers.26.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw2,model.layers.26.self_attn.v_proj,2560,1,0.000390625,0.5
qwen4b,draw3,model.layers.26.self_attn.v_proj,2560,0,0.0,0.0
qwen4b,draw4,model.layers.26.self_attn.v_proj,2560,0,0.0,0.0
qwen4b,seed0,model.layers.27.mlp.down_proj,24320,5,0.00020559210526315788,1.0
qwen4b,draw1,model.layers.27.mlp.down_proj,24320,6,0.0002467105263157895,1.2
qwen4b,draw2,model.layers.27.mlp.down_proj,24320,2,8.223684210526316e-05,0.4
qwen4b,draw3,model.layers.27.mlp.down_proj,24320,6,0.0002467105263157895,1.2
qwen4b,draw4,model.layers.27.mlp.down_proj,24320,4,0.0001644736842105263,0.8
qwen4b,seed0,model.layers.27.mlp.gate_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw1,model.layers.27.mlp.gate_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,draw2,model.layers.27.mlp.gate_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw3,model.layers.27.mlp.gate_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,draw4,model.layers.27.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.27.mlp.up_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.27.mlp.up_proj,24320,5,0.00020559210526315788,1.25
qwen4b,draw2,model.layers.27.mlp.up_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,draw3,model.layers.27.mlp.up_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw4,model.layers.27.mlp.up_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.27.self_attn.k_proj,2560,0,0.0,
qwen4b,draw1,model.layers.27.self_attn.k_proj,2560,0,0.0,
qwen4b,draw2,model.layers.27.self_attn.k_proj,2560,2,0.00078125,
qwen4b,draw3,model.layers.27.self_attn.k_proj,2560,0,0.0,
qwen4b,draw4,model.layers.27.self_attn.k_proj,2560,0,0.0,
qwen4b,seed0,model.layers.27.self_attn.o_proj,10240,12,0.001171875,1.0
qwen4b,draw1,model.layers.27.self_attn.o_proj,10240,12,0.001171875,1.0
qwen4b,draw2,model.layers.27.self_attn.o_proj,10240,12,0.001171875,1.0
qwen4b,draw3,model.layers.27.self_attn.o_proj,10240,8,0.00078125,0.6666666666666666
qwen4b,draw4,model.layers.27.self_attn.o_proj,10240,6,0.0005859375,0.5
qwen4b,seed0,model.layers.27.self_attn.q_proj,10240,4,0.000390625,1.0
qwen4b,draw1,model.layers.27.self_attn.q_proj,10240,1,9.765625e-05,0.25
qwen4b,draw2,model.layers.27.self_attn.q_proj,10240,6,0.0005859375,1.5
qwen4b,draw3,model.layers.27.self_attn.q_proj,10240,1,9.765625e-05,0.25
qwen4b,draw4,model.layers.27.self_attn.q_proj,10240,2,0.0001953125,0.5
qwen4b,seed0,model.layers.27.self_attn.v_proj,2560,4,0.0015625,1.0
qwen4b,draw1,model.layers.27.self_attn.v_proj,2560,2,0.00078125,0.5
qwen4b,draw2,model.layers.27.self_attn.v_proj,2560,7,0.002734375,1.75
qwen4b,draw3,model.layers.27.self_attn.v_proj,2560,3,0.001171875,0.75
qwen4b,draw4,model.layers.27.self_attn.v_proj,2560,3,0.001171875,0.75
qwen4b,seed0,model.layers.28.mlp.down_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.28.mlp.down_proj,24320,8,0.0003289473684210526,2.0
qwen4b,draw2,model.layers.28.mlp.down_proj,24320,7,0.000287828947368421,1.75
qwen4b,draw3,model.layers.28.mlp.down_proj,24320,5,0.00020559210526315788,1.25
qwen4b,draw4,model.layers.28.mlp.down_proj,24320,6,0.0002467105263157895,1.5
qwen4b,seed0,model.layers.28.mlp.gate_proj,24320,4,0.0001644736842105263,1.0
qwen4b,draw1,model.layers.28.mlp.gate_proj,24320,2,8.223684210526316e-05,0.5
qwen4b,draw2,model.layers.28.mlp.gate_proj,24320,2,8.223684210526316e-05,0.5
qwen4b,draw3,model.layers.28.mlp.gate_proj,24320,3,0.00012335526315789474,0.75
qwen4b,draw4,model.layers.28.mlp.gate_proj,24320,1,4.111842105263158e-05,0.25
qwen4b,seed0,model.layers.28.mlp.up_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw1,model.layers.28.mlp.up_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw2,model.layers.28.mlp.up_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,draw3,model.layers.28.mlp.up_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,draw4,model.layers.28.mlp.up_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,seed0,model.layers.28.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw1,model.layers.28.self_attn.k_proj,2560,2,0.00078125,2.0
qwen4b,draw2,model.layers.28.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw3,model.layers.28.self_attn.k_proj,2560,4,0.0015625,4.0
qwen4b,draw4,model.layers.28.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,seed0,model.layers.28.self_attn.o_proj,10240,10,0.0009765625,1.0
qwen4b,draw1,model.layers.28.self_attn.o_proj,10240,11,0.00107421875,1.1
qwen4b,draw2,model.layers.28.self_attn.o_proj,10240,4,0.000390625,0.4
qwen4b,draw3,model.layers.28.self_attn.o_proj,10240,11,0.00107421875,1.1
qwen4b,draw4,model.layers.28.self_attn.o_proj,10240,5,0.00048828125,0.5
qwen4b,seed0,model.layers.28.self_attn.q_proj,10240,4,0.000390625,1.0
qwen4b,draw1,model.layers.28.self_attn.q_proj,10240,11,0.00107421875,2.75
qwen4b,draw2,model.layers.28.self_attn.q_proj,10240,5,0.00048828125,1.25
qwen4b,draw3,model.layers.28.self_attn.q_proj,10240,3,0.00029296875,0.75
qwen4b,draw4,model.layers.28.self_attn.q_proj,10240,6,0.0005859375,1.5
qwen4b,seed0,model.layers.28.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw1,model.layers.28.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw2,model.layers.28.self_attn.v_proj,2560,1,0.000390625,0.5
qwen4b,draw3,model.layers.28.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw4,model.layers.28.self_attn.v_proj,2560,3,0.001171875,1.5
qwen4b,seed0,model.layers.29.mlp.down_proj,24320,5,0.00020559210526315788,1.0
qwen4b,draw1,model.layers.29.mlp.down_proj,24320,5,0.00020559210526315788,1.0
qwen4b,draw2,model.layers.29.mlp.down_proj,24320,6,0.0002467105263157895,1.2
qwen4b,draw3,model.layers.29.mlp.down_proj,24320,3,0.00012335526315789474,0.6
qwen4b,draw4,model.layers.29.mlp.down_proj,24320,3,0.00012335526315789474,0.6
qwen4b,seed0,model.layers.29.mlp.gate_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw1,model.layers.29.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw2,model.layers.29.mlp.gate_proj,24320,3,0.00012335526315789474,1.5
qwen4b,draw3,model.layers.29.mlp.gate_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw4,model.layers.29.mlp.gate_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.29.mlp.up_proj,24320,3,0.00012335526315789474,1.0
qwen4b,draw1,model.layers.29.mlp.up_proj,24320,2,8.223684210526316e-05,0.6666666666666666
qwen4b,draw2,model.layers.29.mlp.up_proj,24320,4,0.0001644736842105263,1.3333333333333333
qwen4b,draw3,model.layers.29.mlp.up_proj,24320,2,8.223684210526316e-05,0.6666666666666666
qwen4b,draw4,model.layers.29.mlp.up_proj,24320,0,0.0,0.0
qwen4b,seed0,model.layers.29.self_attn.k_proj,2560,0,0.0,
qwen4b,draw1,model.layers.29.self_attn.k_proj,2560,0,0.0,
qwen4b,draw2,model.layers.29.self_attn.k_proj,2560,0,0.0,
qwen4b,draw3,model.layers.29.self_attn.k_proj,2560,0,0.0,
qwen4b,draw4,model.layers.29.self_attn.k_proj,2560,0,0.0,
qwen4b,seed0,model.layers.29.self_attn.o_proj,10240,4,0.000390625,1.0
qwen4b,draw1,model.layers.29.self_attn.o_proj,10240,6,0.0005859375,1.5
qwen4b,draw2,model.layers.29.self_attn.o_proj,10240,5,0.00048828125,1.25
qwen4b,draw3,model.layers.29.self_attn.o_proj,10240,3,0.00029296875,0.75
qwen4b,draw4,model.layers.29.self_attn.o_proj,10240,2,0.0001953125,0.5
qwen4b,seed0,model.layers.29.self_attn.q_proj,10240,0,0.0,
qwen4b,draw1,model.layers.29.self_attn.q_proj,10240,0,0.0,
qwen4b,draw2,model.layers.29.self_attn.q_proj,10240,1,9.765625e-05,
qwen4b,draw3,model.layers.29.self_attn.q_proj,10240,0,0.0,
qwen4b,draw4,model.layers.29.self_attn.q_proj,10240,0,0.0,
qwen4b,seed0,model.layers.29.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw1,model.layers.29.self_attn.v_proj,2560,1,0.000390625,0.5
qwen4b,draw2,model.layers.29.self_attn.v_proj,2560,4,0.0015625,2.0
qwen4b,draw3,model.layers.29.self_attn.v_proj,2560,2,0.00078125,1.0
qwen4b,draw4,model.layers.29.self_attn.v_proj,2560,1,0.000390625,0.5
qwen4b,seed0,model.layers.3.mlp.down_proj,24320,27,0.0011101973684210526,1.0
qwen4b,draw1,model.layers.3.mlp.down_proj,24320,8,0.0003289473684210526,0.2962962962962963
qwen4b,draw2,model.layers.3.mlp.down_proj,24320,23,0.0009457236842105263,0.8518518518518519
qwen4b,draw3,model.layers.3.mlp.down_proj,24320,17,0.0006990131578947368,0.6296296296296297
qwen4b,draw4,model.layers.3.mlp.down_proj,24320,1,4.111842105263158e-05,0.037037037037037035
qwen4b,seed0,model.layers.3.mlp.gate_proj,24320,7,0.000287828947368421,1.0
qwen4b,draw1,model.layers.3.mlp.gate_proj,24320,4,0.0001644736842105263,0.5714285714285714
qwen4b,draw2,model.layers.3.mlp.gate_proj,24320,6,0.0002467105263157895,0.8571428571428571
qwen4b,draw3,model.layers.3.mlp.gate_proj,24320,2,8.223684210526316e-05,0.2857142857142857
qwen4b,draw4,model.layers.3.mlp.gate_proj,24320,2,8.223684210526316e-05,0.2857142857142857
qwen4b,seed0,model.layers.3.mlp.up_proj,24320,32,0.0013157894736842105,1.0
qwen4b,draw1,model.layers.3.mlp.up_proj,24320,36,0.0014802631578947369,1.125
qwen4b,draw2,model.layers.3.mlp.up_proj,24320,44,0.0018092105263157895,1.375
qwen4b,draw3,model.layers.3.mlp.up_proj,24320,33,0.0013569078947368422,1.03125
qwen4b,draw4,model.layers.3.mlp.up_proj,24320,6,0.0002467105263157895,0.1875
qwen4b,seed0,model.layers.3.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw1,model.layers.3.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,draw2,model.layers.3.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw3,model.layers.3.self_attn.k_proj,2560,1,0.000390625,1.0
qwen4b,draw4,model.layers.3.self_attn.k_proj,2560,0,0.0,0.0
qwen4b,seed0,model.layers.3.self_attn.o_proj,10240,31,0.00302734375,1.0
qwen4b,draw1,model.layers.3.self_attn.o_proj,10240,12,0.001171875,0.3870967741935484
qwen4b,draw2,model.layers.3.self_attn.o_proj,10240,38,0.0037109375,1.2258064516129032
qwen4b,draw3,model.layers.3.self_attn.o_proj,10240,21,0.00205078125,0.6774193548387096
qwen4b,draw4,model.layers.3.self_attn.o_proj,10240,2,0.0001953125,0.06451612903225806
qwen4b,seed0,model.layers.3.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw1,model.layers.3.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw2,model.layers.3.self_attn.q_proj,10240,2,0.0001953125,2.0
qwen4b,draw3,model.layers.3.self_attn.q_proj,10240,1,9.765625e-05,1.0
qwen4b,draw4,model.layers.3.self_attn.q_proj,10240,0,0.0,0.0
qwen4b,seed0,model.layers.3.self_attn.v_proj,2560,19,0.007421875,1.0
qwen4b,draw1,model.layers.3.self_attn.v_proj,2560,10,0.00390625,0.5263157894736842
qwen4b,draw2,model.layers.3.self_attn.v_proj,2560,28,0.0109375,1.4736842105263157
qwen4b,draw3,model.layers.3.self_attn.v_proj,2560,23,0.008984375,1.2105263157894737
qwen4b,draw4,model.layers.3.self_attn.v_proj,2560,2,0.00078125,0.10526315789473684
qwen4b,seed0,model.layers.30.mlp.down_proj,24320,10,0.00041118421052631577,1.0
qwen4b,draw1,model.layers.30.mlp.down_proj,24320,12,0.000493421052631579,1.2
qwen4b,draw2,model.layers.30.mlp.down_proj,24320,7,0.000287828947368421,0.7
qwen4b,draw3,model.layers.30.mlp.down_proj,24320,5,0.00020559210526315788,0.5
qwen4b,draw4,model.layers.30.mlp.down_proj,24320,3,0.00012335526315789474,0.3
qwen4b,seed0,model.layers.30.mlp.gate_proj,24320,2,8.223684210526316e-05,1.0
qwen4b,draw1,model.layers.30.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw2,model.layers.30.mlp.gate_proj,24320,4,0.0001644736842105263,2.0
qwen4b,draw3,model.layers.30.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,draw4,model.layers.30.mlp.gate_proj,24320,1,4.111842105263158e-05,0.5
qwen4b,seed0,model.layers.30.mlp.up_proj,24320,3,0.00012335526315789474,1.0
